"id","code","name"
classification_8413,"8413","Regulación de las actividades de organismos que prestan servicios de salud, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social"
classification_8414,"8414","Actividades reguladoras y facilitadoras de la actividad económica"
classification_8415,"8415","Actividades de los otros órganos de control"
classification_8421,"8421","Relaciones exteriores"
classification_8422,"8422","Actividades de defensa"
classification_8423,"8423","Orden público y actividades de seguridad"
classification_8424,"8424","Administración de justicia"
classification_8430,"8430","Actividades de planes de seguridad social de afiliación obligatoria"
classification_8511,"8511","Educación de la primera infancia"
classification_8512,"8512","Educación preescolar"
classification_8513,"8513","Educación básica primaria"
classification_8521,"8521","Educación básica secundaria"
classification_8522,"8522","Educación media académica"
classification_8523,"8523","Educación media técnica y de formación laboral"
classification_8530,"8530","Establecimientos que combinan diferentes niveles de educación"
classification_8541,"8541","Educación técnica profesional"
classification_8542,"8542","Educación tecnológica"
classification_8543,"8543","Educación de instituciones universitarias o de escuelas tecnológicas"
classification_8544,"8544","Educación de universidades"
classification_8551,"8551","Formación académica no formal"
classification_8552,"8552","Enseñanza deportiva y recreativa"
classification_8553,"8553","Enseñanza cultural"
classification_8559,"8559","Otros tipos de educación n.c.p."
classification_8560,"8560","Actividades de apoyo a la educación"
classification_8610,"8610","Actividades de hospitales y clínicas, con internación"
classification_8621,"8621","Actividades de la práctica médica, sin internación"
classification_8622,"8622","Actividades de la práctica odontológica"
classification_8691,"8691","Actividades de apoyo diagnóstico"
classification_8692,"8692","Actividades de apoyo terapéutico"
classification_8699,"8699","Otras actividades de atención de la salud humana"
classification_8710,"8710","Actividades de atención residencial medicalizada de tipo general"
classification_8720,"8720","Actividades de atención residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas"
classification_8730,"8730","Actividades de atención en instituciones para el cuidado de personas mayores y/o discapacitadas"
classification_8790,"8790","Otras actividades de atención en instituciones con alojamiento"
classification_8810,"8810","Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas"
classification_8891,"8891","Actividades de guarderías para niños y niñas"
classification_8899,"8899","Otras actividades de asistencia social sin alojamiento n.c.p."
classification_9001,"9001","Creación literaria"
classification_9002,"9002","Creación musical"
classification_9003,"9003","Creación teatral"
classification_9004,"9004","Creación audiovisual"
classification_9005,"9005","Artes plásticas y visuales"
classification_9006,"9006","Actividades teatrales"
classification_9007,"9007","Actividades de espectáculos musicales en vivo"
classification_9008,"9008","Otras actividades de espectáculos en vivo"
classification_9101,"9101","Actividades de bibliotecas y archivos"
classification_9102,"9102","Actividades y funcionamiento de museos, conservación de edificios y sitios históricos"
classification_9103,"9103","Actividades de jardines botánicos, zoológicos y reservas naturales"
classification_9200,"9200","Actividades de juegos de azar y apuestas"
classification_9311,"9311","Gestión de instalaciones deportivas"
classification_9312,"9312","Actividades de clubes deportivos"
classification_9319,"9319","Otras actividades deportivas"
classification_9321,"9321","Actividades de parques de atracciones y parques temáticos"
classification_9329,"9329","Otras actividades recreativas y de esparcimiento n.c.p."
classification_9411,"9411","Actividades de asociaciones empresariales y de empleadores"
classification_9412,"9412","Actividades de asociaciones profesionales"
classification_9420,"9420","Actividades de sindicatos de empleados"
classification_9491,"9491","Actividades de asociaciones religiosas"
classification_9492,"9492","Actividades de asociaciones políticas"
classification_9499,"9499","Actividades de otras asociaciones n.c.p."
classification_9511,"9511","Mantenimiento y reparación de computadores y de equipo periférico"
classification_9512,"9512","Mantenimiento y reparación de equipos de comunicación"
classification_9521,"9521","Mantenimiento y reparación de aparatos electrónicos de consumo"
classification_9522,"9522","Mantenimiento y reparación de aparatos y equipos domésticos y de jardinería"
classification_9523,"9523","Reparación de calzado y artículos de cuero"
classification_9524,"9524","Reparación de muebles y accesorios para el hogar"
classification_9529,"9529","Mantenimiento y reparación de otros efectos personales y enseres domésticos"
classification_9601,"9601","Lavado y limpieza, incluso la limpieza en seco, de productos textiles y de piel"
classification_9602,"9602","Peluquería y otros tratamientos de belleza"
classification_9603,"9603","Pompas fúnebres y actividades relacionadas"
classification_9609,"9609","Otras actividades de servicios personales n.c.p."
classification_9700,"9700","Actividades de los hogares individuales como empleadores de personal doméstico"
classification_9810,"9810","Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio"
classification_9820,"9820","Actividades no diferenciadas de los hogares individuales como productores de servicios para uso propio"
classification_9900,"9900","Actividades de organizaciones y entidades extraterritoriales"
classification_0010,"0010","Asalariados"
classification_0020,"0020","Pensionados"
classification_0081,"0081","Personas Naturales sin Actividad Económica"
classification_0082,"0082","Personas Naturales Subsidiadas por Terceros"
classification_0090,"0090","Rentistas de Capital, solo para personas naturales"
